trial_id,method,step,r_squared,entropy,violations,tq
1,unconstrained_ppo,2,0.396541,0.603459,0,1.0000
1,unconstrained_ppo,3,0.430410,0.569590,0,1.0000
1,unconstrained_ppo,4,0.438140,0.561860,0,1.0000
1,unconstrained_ppo,5,0.436653,0.563347,0,1.0000
1,unconstrained_ppo,6,0.430610,0.569390,0,1.0000
1,unconstrained_ppo,7,0.615264,0.384736,0,1.0000
2,unconstrained_ppo,0,0.243987,0.756013,0,1.0000
2,unconstrained_ppo,1,0.275427,0.724573,0,1.0000
2,unconstrained_ppo,2,0.358677,0.641323,0,1.0000
2,unconstrained_ppo,3,0.423661,0.576339,0,1.0000
2,unconstrained_ppo,4,0.421350,0.578650,0,1.0000
2,unconstrained_ppo,5,0.422840,0.577160,0,1.0000
2,unconstrained_ppo,6,0.420767,0.579233,0,1.0000
2,unconstrained_ppo,7,0.574176,0.425824,0,1.0000
3,unconstrained_ppo,0,0.204088,0.795912,0,1.0000
3,unconstrained_ppo,1,0.307285,0.692715,0,1.0000
3,unconstrained_ppo,2,0.366948,0.633052,0,1.0000
3,unconstrained_ppo,3,0.408855,0.591145,0,1.0000
3,unconstrained_ppo,4,0.418636,0.581364,0,1.0000
3,unconstrained_ppo,5,0.420921,0.579079,0,1.0000
3,unconstrained_ppo,6,0.420922,0.579078,0,1.0000
3,unconstrained_ppo,7,0.583150,0.416850,0,1.0000
4,unconstrained_ppo,0,0.277602,0.722398,0,1.0000
4,unconstrained_ppo,1,0.405808,0.594192,0,1.0000
4,unconstrained_ppo,2,0.471186,0.528814,0,1.0000
4,unconstrained_ppo,3,0.484876,0.515124,0,1.0000
4,unconstrained_ppo,4,0.488806,0.511194,0,1.0000
4,unconstrained_ppo,5,0.490304,0.509696,0,1.0000
4,unconstrained_ppo,6,0.489635,0.510365,0,1.0000
4,unconstrained_ppo,7,0.668467,0.331533,0,1.0000
5,unconstrained_ppo,0,0.223976,0.776024,0,1.0000
5,unconstrained_ppo,1,0.270734,0.729266,0,1.0000
5,unconstrained_ppo,2,0.351774,0.648226,0,1.0000
5,unconstrained_ppo,3,0.394127,0.605873,0,1.0000
5,unconstrained_ppo,4,0.387950,0.612050,0,1.0000
5,unconstrained_ppo,5,0.390443,0.609557,0,1.0000
5,unconstrained_ppo,6,0.390192,0.609808,0,1.0000
5,unconstrained_ppo,7,0.579001,0.420999,0,1.0000
6,unconstrained_ppo,0,0.217512,0.782488,0,1.0000
6,unconstrained_ppo,1,0.301338,0.698662,0,1.0000
6,unconstrained_ppo,2,0.428113,0.571887,0,1.0000
6,unconstrained_ppo,3,0.478530,0.521470,0,1.0000
6,unconstrained_ppo,4,0.479254,0.520746,0,1.0000
6,unconstrained_ppo,5,0.481909,0.518091,0,1.0000
6,unconstrained_ppo,6,0.481473,0.518527,0,1.0000
6,unconstrained_ppo,7,0.609990,0.390010,0,1.0000
7,unconstrained_ppo,0,0.254023,0.745977,0,1.0000
7,unconstrained_ppo,1,0.370894,0.629106,0,1.0000
7,unconstrained_ppo,2,0.438581,0.561419,0,1.0000
7,unconstrained_ppo,3,0.465841,0.534159,0,1.0000
7,unconstrained_ppo,4,0.472240,0.527760,0,1.0000
7,unconstrained_ppo,5,0.473466,0.526534,0,1.0000
7,unconstrained_ppo,6,0.473002,0.526998,0,1.0000
7,unconstrained_ppo,7,0.640864,0.359136,0,1.0000
8,unconstrained_ppo,0,0.213640,0.786360,0,1.0000
8,unconstrained_ppo,1,0.295124,0.704876,0,1.0000
8,unconstrained_ppo,2,0.399203,0.600797,0,1.0000
8,unconstrained_ppo,3,0.416764,0.583236,0,1.0000
8,unconstrained_ppo,4,0.427820,0.572180,0,1.0000
8,unconstrained_ppo,5,0.429633,0.570367,0,1.0000
8,unconstrained_ppo,6,0.429258,0.570742,0,1.0000
8,unconstrained_ppo,7,0.591549,0.408451,0,1.0000
9,unconstrained_ppo,0,0.261150,0.738850,0,1.0000
9,unconstrained_ppo,1,0.313356,0.686644,0,1.0000
9,unconstrained_ppo,2,0.389147,0.610853,0,1.0000
9,unconstrained_ppo,3,0.408892,0.591108,0,1.0000
9,unconstrained_ppo,4,0.407289,0.592711,0,1.0000
9,unconstrained_ppo,5,0.409082,0.590918,0,1.0000
9,unconstrained_ppo,6,0.406636,0.593364,0,1.0000
9,unconstrained_ppo,7,0.560030,0.439970,0,1.0000
10,unconstrained_ppo,0,0.201354,0.798646,0,1.0000
10,unconstrained_ppo,1,0.283725,0.716275,0,1.0000
10,unconstrained_ppo,2,0.348005,0.651995,0,1.0000
10,unconstrained_ppo,3,0.366207,0.633793,0,1.0000
10,unconstrained_ppo,4,0.354270,0.645730,0,1.0000
10,unconstrained_ppo,5,0.356075,0.643925,0,1.0000
10,unconstrained_ppo,6,0.355825,0.644175,0,1.0000
10,unconstrained_ppo,7,0.516966,0.483034,0,1.0000
11,unconstrained_ppo,0,0.149502,0.850498,0,1.0000
11,unconstrained_ppo,1,0.258820,0.741180,0,1.0000
11,unconstrained_ppo,2,0.298957,0.701043,0,1.0000
11,unconstrained_ppo,3,0.369611,0.630389,0,1.0000
11,unconstrained_ppo,4,0.383159,0.616841,0,1.0000
11,unconstrained_ppo,5,0.380843,0.619157,0,1.0000
11,unconstrained_ppo,6,0.380784,0.619216,0,1.0000
11,unconstrained_ppo,7,0.563017,0.436983,0,1.0000
12,unconstrained_ppo,0,0.251689,0.748311,0,1.0000
12,unconstrained_ppo,1,0.301655,0.698345,0,1.0000
12,unconstrained_ppo,2,0.367606,0.632394,0,1.0000
12,unconstrained_ppo,3,0.383190,0.616810,0,1.0000
12,unconstrained_ppo,4,0.384955,0.615045,0,1.0000
12,unconstrained_ppo,5,0.387025,0.612975,0,1.0000
12,unconstrained_ppo,6,0.386626,0.613374,0,1.0000
12,unconstrained_ppo,7,0.527592,0.472408,0,1.0000
13,unconstrained_ppo,0,0.236755,0.763245,0,1.0000
13,unconstrained_ppo,1,0.321924,0.678076,0,1.0000
13,unconstrained_ppo,2,0.421008,0.578992,0,1.0000
13,unconstrained_ppo,3,0.462263,0.537737,0,1.0000
13,unconstrained_ppo,4,0.473393,0.526607,0,1.0000
13,unconstrained_ppo,5,0.475335,0.524665,0,1.0000
13,unconstrained_ppo,6,0.475343,0.524657,0,1.0000
13,unconstrained_ppo,7,0.646126,0.353874,0,1.0000
14,unconstrained_ppo,0,0.275081,0.724919,0,1.0000
14,unconstrained_ppo,1,0.375169,0.624831,0,1.0000
14,unconstrained_ppo,2,0.427182,0.572818,0,1.0000
14,unconstrained_ppo,3,0.480141,0.519859,0,1.0000
14,unconstrained_ppo,4,0.479640,0.520360,0,1.0000
14,unconstrained_ppo,5,0.481876,0.518124,0,1.0000
14,unconstrained_ppo,6,0.480867,0.519133,0,1.0000
14,unconstrained_ppo,7,0.606483,0.393517,0,1.0000
15,unconstrained_ppo,0,0.263371,0.736629,0,1.0000
15,unconstrained_ppo,1,0.393036,0.606964,0,1.0000
15,unconstrained_ppo,2,0.439194,0.560806,0,1.0000
15,unconstrained_ppo,3,0.497451,0.502549,0,1.0000
15,unconstrained_ppo,4,0.498454,0.501546,0,1.0000
15,unconstrained_ppo,5,0.500533,0.499467,0,1.0000
15,unconstrained_ppo,6,0.500241,0.499759,0,1.0000
15,unconstrained_ppo,7,0.637500,0.362500,0,1.0000
16,unconstrained_ppo,0,0.224289,0.775711,0,1.0000
16,unconstrained_ppo,1,0.315635,0.684365,0,1.0000
16,unconstrained_ppo,2,0.374986,0.625014,0,1.0000
16,unconstrained_ppo,3,0.394643,0.605357,0,1.0000
16,unconstrained_ppo,4,0.392206,0.607794,0,1.0000
16,unconstrained_ppo,5,0.393244,0.606756,0,1.0000
16,unconstrained_ppo,6,0.393137,0.606863,0,1.0000
16,unconstrained_ppo,7,0.600838,0.399162,0,1.0000
17,unconstrained_ppo,0,0.243535,0.756465,0,1.0000
17,unconstrained_ppo,1,0.298979,0.701021,0,1.0000
17,unconstrained_ppo,2,0.393899,0.606101,0,1.0000
17,unconstrained_ppo,3,0.446244,0.553756,0,1.0000
17,unconstrained_ppo,4,0.440889,0.559111,0,1.0000
17,unconstrained_ppo,5,0.442862,0.557138,0,1.0000
17,unconstrained_ppo,6,0.438731,0.561269,0,1.0000
17,unconstrained_ppo,7,0.591984,0.408016,0,1.0000
18,unconstrained_ppo,0,0.230461,0.769539,0,1.0000
18,unconstrained_ppo,1,0.331041,0.668959,0,1.0000
18,unconstrained_ppo,2,0.414570,0.585430,0,1.0000
18,unconstrained_ppo,3,0.465098,0.534902,0,1.0000
18,unconstrained_ppo,4,0.468965,0.531035,0,1.0000
18,unconstrained_ppo,5,0.468950,0.531050,0,1.0000
18,unconstrained_ppo,6,0.468657,0.531343,0,1.0000
18,unconstrained_ppo,7,0.621845,0.378155,0,1.0000
19,unconstrained_ppo,0,0.333147,0.666853,0,1.0000
19,unconstrained_ppo,1,0.466726,0.533274,0,1.0000
19,unconstrained_ppo,2,0.498286,0.501714,0,1.0000
19,unconstrained_ppo,3,0.531874,0.468126,0,1.0000
19,unconstrained_ppo,4,0.544317,0.455683,0,1.0000
19,unconstrained_ppo,5,0.545856,0.454144,0,1.0000
19,unconstrained_ppo,6,0.544206,0.455794,0,1.0000
19,unconstrained_ppo,7,0.634431,0.365569,0,1.0000
20,unconstrained_ppo,0,0.251640,0.748360,0,1.0000
20,unconstrained_ppo,1,0.340322,0.659678,0,1.0000
20,unconstrained_ppo,2,0.383759,0.616241,0,1.0000
20,unconstrained_ppo,3,0.436303,0.563697,0,1.0000
20,unconstrained_ppo,4,0.442798,0.557202,0,1.0000
20,unconstrained_ppo,5,0.443077,0.556923,0,1.0000
20,unconstrained_ppo,6,0.442906,0.557094,0,1.0000
20,unconstrained_ppo,7,0.600766,0.399234,0,1.0000
21,unconstrained_ppo,0,0.277703,0.722297,0,1.0000
21,unconstrained_ppo,1,0.385516,0.614484,0,1.0000
21,unconstrained_ppo,2,0.458442,0.541558,0,1.0000
21,unconstrained_ppo,3,0.472816,0.527184,0,1.0000
21,unconstrained_ppo,4,0.481130,0.518870,0,1.0000
21,unconstrained_ppo,5,0.478314,0.521686,0,1.0000
21,unconstrained_ppo,6,0.475164,0.524836,0,1.0000
21,unconstrained_ppo,7,0.640928,0.359072,0,1.0000
22,unconstrained_ppo,0,0.061499,0.938501,0,1.0000
22,unconstrained_ppo,1,0.134053,0.865947,0,1.0000
22,unconstrained_ppo,2,0.252637,0.747363,0,1.0000
22,unconstrained_ppo,3,0.311629,0.688371,0,1.0000
22,unconstrained_ppo,4,0.312423,0.687577,0,1.0000
22,unconstrained_ppo,5,0.314971,0.685029,0,1.0000
22,unconstrained_ppo,6,0.314909,0.685091,0,1.0000
22,unconstrained_ppo,7,0.494962,0.505038,0,1.0000
23,unconstrained_ppo,0,0.291321,0.708679,0,1.0000
23,unconstrained_ppo,1,0.331174,0.668826,0,1.0000
23,unconstrained_ppo,2,0.417377,0.582623,0,1.0000
23,unconstrained_ppo,3,0.466720,0.533280,0,1.0000
23,unconstrained_ppo,4,0.472790,0.527210,0,1.0000
23,unconstrained_ppo,5,0.472876,0.527124,0,1.0000
23,unconstrained_ppo,6,0.472875,0.527125,0,1.0000
23,unconstrained_ppo,7,0.619149,0.380851,0,1.0000
24,unconstrained_ppo,0,0.317440,0.682560,0,1.0000
24,unconstrained_ppo,1,0.368934,0.631066,0,1.0000
24,unconstrained_ppo,2,0.399454,0.600546,0,1.0000
24,unconstrained_ppo,3,0.437035,0.562965,0,1.0000
24,unconstrained_ppo,4,0.447942,0.552058,0,1.0000
24,unconstrained_ppo,5,0.442006,0.557994,0,1.0000
24,unconstrained_ppo,6,0.441761,0.558239,0,1.0000
24,unconstrained_ppo,7,0.576049,0.423951,0,1.0000
25,unconstrained_ppo,0,0.271459,0.728541,0,1.0000
25,unconstrained_ppo,1,0.398585,0.601415,0,1.0000
25,unconstrained_ppo,2,0.422099,0.577901,0,1.0000
25,unconstrained_ppo,3,0.459912,0.540088,0,1.0000
25,unconstrained_ppo,4,0.461329,0.538671,0,1.0000
25,unconstrained_ppo,5,0.462909,0.537091,0,1.0000
25,unconstrained_ppo,6,0.462864,0.537136,0,1.0000
25,unconstrained_ppo,7,0.539897,0.460103,0,1.0000
26,unconstrained_ppo,0,0.269042,0.730958,0,1.0000
26,unconstrained_ppo,1,0.342076,0.657924,0,1.0000
26,unconstrained_ppo,2,0.438453,0.561547,0,1.0000
26,unconstrained_ppo,3,0.482493,0.517507,0,1.0000
26,unconstrained_ppo,4,0.475828,0.524172,0,1.0000
26,unconstrained_ppo,5,0.478024,0.521976,0,1.0000
26,unconstrained_ppo,6,0.477685,0.522315,0,1.0000
26,unconstrained_ppo,7,0.639974,0.360026,0,1.0000
27,unconstrained_ppo,0,0.256055,0.743945,0,1.0000
27,unconstrained_ppo,1,0.308929,0.691071,0,1.0000
27,unconstrained_ppo,2,0.377315,0.622685,0,1.0000
27,unconstrained_ppo,3,0.434316,0.565684,0,1.0000
27,unconstrained_ppo,4,0.440048,0.559952,0,1.0000
27,unconstrained_ppo,5,0.442306,0.557694,0,1.0000
27,unconstrained_ppo,6,0.439521,0.560479,0,1.0000
27,unconstrained_ppo,7,0.594028,0.405972,0,1.0000
28,unconstrained_ppo,0,0.283494,0.716506,0,1.0000
28,unconstrained_ppo,1,0.352193,0.647807,0,1.0000
28,unconstrained_ppo,2,0.359571,0.640429,0,1.0000
28,unconstrained_ppo,3,0.393520,0.606480,0,1.0000
28,unconstrained_ppo,4,0.403919,0.596081,0,1.0000
28,unconstrained_ppo,5,0.405853,0.594147,0,1.0000
28,unconstrained_ppo,6,0.404017,0.595983,0,1.0000
28,unconstrained_ppo,7,0.558685,0.441315,0,1.0000
29,unconstrained_ppo,0,0.215370,0.784630,0,1.0000
29,unconstrained_ppo,1,0.218115,0.781885,0,1.0000
29,unconstrained_ppo,2,0.308918,0.691082,0,1.0000
29,unconstrained_ppo,3,0.335047,0.664953,0,1.0000
29,unconstrained_ppo,4,0.349274,0.650726,0,1.0000
29,unconstrained_ppo,5,0.350993,0.649007,0,1.0000
29,unconstrained_ppo,6,0.345595,0.654405,0,1.0000
29,unconstrained_ppo,7,0.511362,0.488638,0,1.0000
30,unconstrained_ppo,0,0.221128,0.778872,0,1.0000
30,unconstrained_ppo,1,0.349738,0.650262,0,1.0000
30,unconstrained_ppo,2,0.428098,0.571902,0,1.0000
30,unconstrained_ppo,3,0.474071,0.525929,0,1.0000
30,unconstrained_ppo,4,0.477597,0.522403,0,1.0000
30,unconstrained_ppo,5,0.479271,0.520729,0,1.0000
30,unconstrained_ppo,6,0.479170,0.520830,0,1.0000
30,unconstrained_ppo,7,0.675318,0.324682,0,1.0000
31,unconstrained_ppo,0,0.195674,0.804326,0,1.0000
31,unconstrained_ppo,1,0.236727,0.763273,0,1.0000
31,unconstrained_ppo,2,0.331022,0.668978,0,1.0000
31,unconstrained_ppo,3,0.372161,0.627839,0,1.0000
31,unconstrained_ppo,4,0.374947,0.625053,0,1.0000
31,unconstrained_ppo,5,0.377306,0.622694,0,1.0000
31,unconstrained_ppo,6,0.377197,0.622803,0,1.0000
31,unconstrained_ppo,7,0.573513,0.426487,0,1.0000
32,unconstrained_ppo,0,0.118974,0.881026,0,1.0000
32,unconstrained_ppo,1,0.210237,0.789763,0,1.0000
32,unconstrained_ppo,2,0.283279,0.716721,0,1.0000
32,unconstrained_ppo,3,0.333811,0.666189,0,1.0000
32,unconstrained_ppo,4,0.337102,0.662898,0,1.0000
32,unconstrained_ppo,5,0.319934,0.680066,0,1.0000
32,unconstrained_ppo,6,0.318100,0.681900,0,1.0000
32,unconstrained_ppo,7,0.505223,0.494777,0,1.0000
33,unconstrained_ppo,0,0.233122,0.766878,0,1.0000
33,unconstrained_ppo,1,0.372678,0.627322,0,1.0000
33,unconstrained_ppo,2,0.453288,0.546712,0,1.0000
33,unconstrained_ppo,3,0.477983,0.522017,0,1.0000
33,unconstrained_ppo,4,0.486779,0.513221,0,1.0000
33,unconstrained_ppo,5,0.487603,0.512397,0,1.0000
33,unconstrained_ppo,6,0.486999,0.513001,0,1.0000
33,unconstrained_ppo,7,0.576880,0.423120,0,1.0000
34,unconstrained_ppo,0,0.204022,0.795978,0,1.0000
34,unconstrained_ppo,1,0.296767,0.703233,0,1.0000
34,unconstrained_ppo,2,0.354462,0.645538,0,1.0000
34,unconstrained_ppo,3,0.361322,0.638678,0,1.0000
34,unconstrained_ppo,4,0.359084,0.640916,0,1.0000
34,unconstrained_ppo,5,0.357371,0.642629,0,1.0000
34,unconstrained_ppo,6,0.355950,0.644050,0,1.0000
34,unconstrained_ppo,7,0.570527,0.429473,0,1.0000
35,unconstrained_ppo,0,0.252620,0.747380,0,1.0000
35,unconstrained_ppo,1,0.383960,0.616040,0,1.0000
35,unconstrained_ppo,2,0.445188,0.554812,0,1.0000
35,unconstrained_ppo,3,0.472071,0.527929,0,1.0000
35,unconstrained_ppo,4,0.455307,0.544693,0,1.0000
35,unconstrained_ppo,5,0.454567,0.545433,0,1.0000
35,unconstrained_ppo,6,0.454540,0.545460,0,1.0000
35,unconstrained_ppo,7,0.553804,0.446196,0,1.0000
36,unconstrained_ppo,0,0.217556,0.782444,0,1.0000
36,unconstrained_ppo,1,0.336977,0.663023,0,1.0000
36,unconstrained_ppo,2,0.403780,0.596220,0,1.0000
36,unconstrained_ppo,3,0.446887,0.553113,0,1.0000
36,unconstrained_ppo,4,0.452880,0.547120,0,1.0000
36,unconstrained_ppo,5,0.454571,0.545429,0,1.0000
36,unconstrained_ppo,6,0.454119,0.545881,0,1.0000
36,unconstrained_ppo,7,0.587107,0.412893,0,1.0000
37,unconstrained_ppo,0,0.232760,0.767240,0,1.0000
37,unconstrained_ppo,1,0.337287,0.662713,0,1.0000
37,unconstrained_ppo,2,0.435641,0.564359,0,1.0000
37,unconstrained_ppo,3,0.438446,0.561554,0,1.0000
37,unconstrained_ppo,4,0.439368,0.560632,0,1.0000
37,unconstrained_ppo,5,0.439369,0.560631,0,1.0000
37,unconstrained_ppo,6,0.439176,0.560824,0,1.0000
37,unconstrained_ppo,7,0.602210,0.397790,0,1.0000
38,unconstrained_ppo,0,0.215962,0.784038,0,1.0000
38,unconstrained_ppo,1,0.255515,0.744485,0,1.0000
38,unconstrained_ppo,2,0.347353,0.652647,0,1.0000
38,unconstrained_ppo,3,0.384291,0.615709,0,1.0000
38,unconstrained_ppo,4,0.392548,0.607452,0,1.0000
38,unconstrained_ppo,5,0.391240,0.608760,0,1.0000
38,unconstrained_ppo,6,0.389402,0.610598,0,1.0000
38,unconstrained_ppo,7,0.541256,0.458744,0,1.0000
39,unconstrained_ppo,0,0.211413,0.788587,0,1.0000
39,unconstrained_ppo,1,0.285913,0.714087,0,1.0000
39,unconstrained_ppo,2,0.415124,0.584876,0,1.0000
39,unconstrained_ppo,3,0.456470,0.543530,0,1.0000
39,unconstrained_ppo,4,0.451814,0.548186,0,1.0000
39,unconstrained_ppo,5,0.451024,0.548976,0,1.0000
39,unconstrained_ppo,6,0.450652,0.549348,0,1.0000
39,unconstrained_ppo,7,0.625618,0.374382,0,1.0000
40,unconstrained_ppo,0,0.202847,0.797153,0,1.0000
40,unconstrained_ppo,1,0.255168,0.744832,0,1.0000
40,unconstrained_ppo,2,0.355087,0.644913,0,1.0000
40,unconstrained_ppo,3,0.413520,0.586480,0,1.0000
40,unconstrained_ppo,4,0.425665,0.574335,0,1.0000
40,unconstrained_ppo,5,0.420988,0.579012,0,1.0000
40,unconstrained_ppo,6,0.420595,0.579405,0,1.0000
40,unconstrained_ppo,7,0.607025,0.392975,0,1.0000
41,unconstrained_ppo,0,0.334062,0.665938,0,1.0000
41,unconstrained_ppo,1,0.420762,0.579238,0,1.0000
41,unconstrained_ppo,2,0.481523,0.518477,0,1.0000
41,unconstrained_ppo,3,0.510764,0.489236,0,1.0000
41,unconstrained_ppo,4,0.521001,0.478999,0,1.0000
41,unconstrained_ppo,5,0.505628,0.494372,0,1.0000
41,unconstrained_ppo,6,0.504259,0.495741,0,1.0000
41,unconstrained_ppo,7,0.646518,0.353482,0,1.0000
42,unconstrained_ppo,0,0.213765,0.786235,0,1.0000
42,unconstrained_ppo,1,0.275262,0.724738,0,1.0000
42,unconstrained_ppo,2,0.356410,0.643590,0,1.0000
42,unconstrained_ppo,3,0.382124,0.617876,0,1.0000
42,unconstrained_ppo,4,0.387234,0.612766,0,1.0000
42,unconstrained_ppo,5,0.386867,0.613133,0,1.0000
42,unconstrained_ppo,6,0.386180,0.613820,0,1.0000
42,unconstrained_ppo,7,0.599078,0.400922,0,1.0000
43,unconstrained_ppo,0,0.219277,0.780723,0,1.0000
43,unconstrained_ppo,1,0.260671,0.739329,0,1.0000
43,unconstrained_ppo,2,0.332335,0.667665,0,1.0000
43,unconstrained_ppo,3,0.393984,0.606016,0,1.0000
43,unconstrained_ppo,4,0.396883,0.603117,0,1.0000
43,unconstrained_ppo,5,0.396286,0.603714,0,1.0000
43,unconstrained_ppo,6,0.395800,0.604200,0,1.0000
43,unconstrained_ppo,7,0.615159,0.384841,0,1.0000
44,unconstrained_ppo,0,0.206931,0.793069,0,1.0000
44,unconstrained_ppo,1,0.278773,0.721227,0,1.0000
44,unconstrained_ppo,2,0.354700,0.645300,0,1.0000
44,unconstrained_ppo,3,0.387068,0.612932,0,1.0000
44,unconstrained_ppo,4,0.393635,0.606365,0,1.0000
44,unconstrained_ppo,5,0.395820,0.604180,0,1.0000
44,unconstrained_ppo,6,0.393521,0.606479,0,1.0000
44,unconstrained_ppo,7,0.585577,0.414423,0,1.0000
45,unconstrained_ppo,0,0.182418,0.817582,0,1.0000
45,unconstrained_ppo,1,0.279517,0.720483,0,1.0000
45,unconstrained_ppo,2,0.314430,0.685570,0,1.0000
45,unconstrained_ppo,3,0.349291,0.650709,0,1.0000
45,unconstrained_ppo,4,0.361626,0.638374,0,1.0000
45,unconstrained_ppo,5,0.359133,0.640867,0,1.0000
45,unconstrained_ppo,6,0.359124,0.640876,0,1.0000
45,unconstrained_ppo,7,0.516663,0.483337,0,1.0000
46,unconstrained_ppo,0,0.198055,0.801945,0,1.0000
46,unconstrained_ppo,1,0.309810,0.690190,0,1.0000
46,unconstrained_ppo,2,0.421197,0.578803,0,1.0000
46,unconstrained_ppo,3,0.457923,0.542077,0,1.0000
46,unconstrained_ppo,4,0.467343,0.532657,0,1.0000
46,unconstrained_ppo,5,0.461381,0.538619,0,1.0000
46,unconstrained_ppo,6,0.458456,0.541544,0,1.0000
46,unconstrained_ppo,7,0.647998,0.352002,0,1.0000
47,unconstrained_ppo,0,0.251756,0.748244,0,1.0000
47,unconstrained_ppo,1,0.351832,0.648168,0,1.0000
47,unconstrained_ppo,2,0.402562,0.597438,0,1.0000
47,unconstrained_ppo,3,0.454766,0.545234,0,1.0000
47,unconstrained_ppo,4,0.466295,0.533705,0,1.0000
47,unconstrained_ppo,5,0.468074,0.531926,0,1.0000
47,unconstrained_ppo,6,0.468079,0.531921,0,1.0000
47,unconstrained_ppo,7,0.634345,0.365655,0,1.0000
48,unconstrained_ppo,0,0.272511,0.727489,0,1.0000
48,unconstrained_ppo,1,0.339621,0.660379,0,1.0000
48,unconstrained_ppo,2,0.415368,0.584632,0,1.0000
48,unconstrained_ppo,3,0.455138,0.544862,0,1.0000
48,unconstrained_ppo,4,0.465948,0.534052,0,1.0000
48,unconstrained_ppo,5,0.465161,0.534839,0,1.0000
48,unconstrained_ppo,6,0.465162,0.534838,0,1.0000
48,unconstrained_ppo,7,0.658224,0.341776,0,1.0000
49,unconstrained_ppo,0,0.300472,0.699528,0,1.0000
49,unconstrained_ppo,1,0.409589,0.590411,0,1.0000
49,unconstrained_ppo,2,0.498831,0.501169,0,1.0000
49,unconstrained_ppo,3,0.528752,0.471248,0,1.0000
49,unconstrained_ppo,4,0.532306,0.467694,0,1.0000
49,unconstrained_ppo,5,0.533573,0.466427,0,1.0000
49,unconstrained_ppo,6,0.533015,0.466985,0,1.0000
49,unconstrained_ppo,7,0.692605,0.307395,0,1.0000
50,unconstrained_ppo,0,0.236495,0.763505,0,1.0000
50,unconstrained_ppo,1,0.280687,0.719313,0,1.0000
50,unconstrained_ppo,2,0.303406,0.696594,0,1.0000
50,unconstrained_ppo,3,0.331368,0.668632,0,1.0000
50,unconstrained_ppo,4,0.337880,0.662120,0,1.0000
50,unconstrained_ppo,5,0.340581,0.659419,0,1.0000
50,unconstrained_ppo,6,0.339913,0.660087,0,1.0000
50,unconstrained_ppo,7,0.472696,0.527304,0,1.0000
51,unconstrained_ppo,0,0.218129,0.781871,0,1.0000
51,unconstrained_ppo,1,0.325618,0.674382,0,1.0000
51,unconstrained_ppo,2,0.346848,0.653152,0,1.0000
51,unconstrained_ppo,3,0.421259,0.578741,0,1.0000
51,unconstrained_ppo,4,0.430867,0.569133,0,1.0000
51,unconstrained_ppo,5,0.429940,0.570060,0,1.0000
51,unconstrained_ppo,6,0.429348,0.570652,0,1.0000
51,unconstrained_ppo,7,0.544118,0.455882,0,1.0000
52,unconstrained_ppo,0,0.298521,0.701479,0,1.0000
52,unconstrained_ppo,1,0.287803,0.712197,0,1.0000
52,unconstrained_ppo,2,0.333636,0.666364,0,1.0000
52,unconstrained_ppo,3,0.368946,0.631054,0,1.0000
52,unconstrained_ppo,4,0.383659,0.616341,0,1.0000
52,unconstrained_ppo,5,0.385401,0.614599,0,1.0000
52,unconstrained_ppo,6,0.385158,0.614842,0,1.0000
52,unconstrained_ppo,7,0.564811,0.435189,0,1.0000
53,unconstrained_ppo,0,0.212099,0.787901,0,1.0000
53,unconstrained_ppo,1,0.319639,0.680361,0,1.0000
53,unconstrained_ppo,2,0.414750,0.585250,0,1.0000
53,unconstrained_ppo,3,0.449840,0.550160,0,1.0000
53,unconstrained_ppo,4,0.445259,0.554741,0,1.0000
53,unconstrained_ppo,5,0.445561,0.554439,0,1.0000
53,unconstrained_ppo,6,0.444914,0.555086,0,1.0000
53,unconstrained_ppo,7,0.659213,0.340787,0,1.0000
54,unconstrained_ppo,0,0.225533,0.774467,0,1.0000
54,unconstrained_ppo,1,0.305020,0.694980,0,1.0000
54,unconstrained_ppo,2,0.353799,0.646201,0,1.0000
54,unconstrained_ppo,3,0.420652,0.579348,0,1.0000
54,unconstrained_ppo,4,0.426398,0.573602,0,1.0000
54,unconstrained_ppo,5,0.426130,0.573870,0,1.0000
54,unconstrained_ppo,6,0.424726,0.575274,0,1.0000
54,unconstrained_ppo,7,0.585115,0.414885,0,1.0000
55,unconstrained_ppo,0,0.287109,0.712891,0,1.0000
55,unconstrained_ppo,1,0.372787,0.627213,0,1.0000
55,unconstrained_ppo,2,0.435059,0.564941,0,1.0000
55,unconstrained_ppo,3,0.479833,0.520167,0,1.0000
55,unconstrained_ppo,4,0.489128,0.510872,0,1.0000
55,unconstrained_ppo,5,0.491360,0.508640,0,1.0000
55,unconstrained_ppo,6,0.491369,0.508631,0,1.0000
55,unconstrained_ppo,7,0.656914,0.343086,0,1.0000
56,unconstrained_ppo,0,0.244359,0.755641,0,1.0000
56,unconstrained_ppo,1,0.351520,0.648480,0,1.0000
56,unconstrained_ppo,2,0.425779,0.574221,0,1.0000
56,unconstrained_ppo,3,0.468645,0.531355,0,1.0000
56,unconstrained_ppo,4,0.478558,0.521442,0,1.0000
56,unconstrained_ppo,5,0.473770,0.526230,0,1.0000
56,unconstrained_ppo,6,0.472502,0.527498,0,1.0000
56,unconstrained_ppo,7,0.608651,0.391349,0,1.0000
57,unconstrained_ppo,0,0.225714,0.774286,0,1.0000
57,unconstrained_ppo,1,0.299194,0.700806,0,1.0000
57,unconstrained_ppo,2,0.363232,0.636768,0,1.0000
57,unconstrained_ppo,3,0.393289,0.606711,0,1.0000
